[2007/09/26 - 13:42:20] tornado-start : Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent
[2007/09/26 - 13:42:21] recalc sharekill for Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent
[2007/09/26 - 13:42:21] seed forever
[2007/09/26 - 13:42:21] executing command : 
cd '/var/www/download/sacarlson/'; HOME='/var/www/download/'; export HOME; nohup /usr/bin/python -OO '/home/oldbox/torrentflux-b4rt_1.0-beta1/html/bin/clients/tornado/tftornado.py' 'False' '0' 'sacarlson' '/var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent' --responsefile '/var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent' --display_interval 1 --max_download_rate '0' --max_upload_rate '10' --max_uploads '4' --minport '49160' --maxport '49300' --rerequest_interval '1800' --super_seeder '0' --max_connections '40' 1>> '/var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent.log' 2>> '/var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent.log' &
[2007/09/26 - 13:42:23] tornado starting up :
[2007/09/26 - 13:42:23]  - torrentfile : /var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent
[2007/09/26 - 13:42:23]  - userName : sacarlson
[2007/09/26 - 13:42:23]  - transferStatFile : /var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent.stat
[2007/09/26 - 13:42:23]  - transferCommandFile : /var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent.cmd
[2007/09/26 - 13:42:23]  - transferLogFile : /var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent.log
[2007/09/26 - 13:42:23]  - transferPidFile : /var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent.pid
[2007/09/26 - 13:42:23]  - autoDie : False
[2007/09/26 - 13:42:23]  - shareKill : 0
[2007/09/26 - 13:42:23]  - minport : 49160
[2007/09/26 - 13:42:23]  - maxport : 49300
[2007/09/26 - 13:42:23]  - max_upload_rate : 10
[2007/09/26 - 13:42:23]  - max_download_rate : 0
[2007/09/26 - 13:42:23]  - min_uploads : 4
[2007/09/26 - 13:42:23]  - max_uploads : 4
[2007/09/26 - 13:42:23]  - min_peers : 20
[2007/09/26 - 13:42:23]  - max_initiate : 40
[2007/09/26 - 13:42:23]  - max_connections : 40
[2007/09/26 - 13:42:23]  - super_seeder : 0
[2007/09/26 - 13:42:23]  - security : 1
[2007/09/26 - 13:42:23]  - auto_kick : 1
[2007/09/26 - 13:42:23]  - crypto_allowed : 0
[2007/09/26 - 13:42:23]  - crypto_only : 0
[2007/09/26 - 13:42:23]  - crypto_stealth : 0
[2007/09/26 - 13:42:23]  - priority : 
[2007/09/26 - 13:42:23]  - alloc_type : normal
[2007/09/26 - 13:42:23]  - alloc_rate : 2.0
[2007/09/26 - 13:42:23]  - buffer_reads : 1
[2007/09/26 - 13:42:23]  - write_buffer_size : 4
[2007/09/26 - 13:42:23]  - check_hashes : 1
[2007/09/26 - 13:42:23]  - max_files_open : 50
[2007/09/26 - 13:42:23]  - upnp_nat_access : 1
[2007/09/26 - 13:42:23] writing pid-file : /var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent.pid (8539)
[2007/09/26 - 13:42:23] tornado up and running.
[2007/09/26 - 13:42:25] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:50:15] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:51:15] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:52:15] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:53:16] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:54:16] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:55:16] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:56:17] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:57:17] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:58:18] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:59:18] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:00:18] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:01:19] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:02:19] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:03:19] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:04:20] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:05:20] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:06:21] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:07:21] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:08:21] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:09:22] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:10:22] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:11:22] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:12:23] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:13:23] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:14:24] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:15:25] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:16:25] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:17:26] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:18:26] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:19:26] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:20:27] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:21:27] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:22:28] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:23:28] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:24:28] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:25:29] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:26:29] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:27:29] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:28:30] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:29:30] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:30:31] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:31:31] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:32:31] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:33:32] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:34:32] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:35:32] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:36:33] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:37:33] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:38:33] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:39:34] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:40:34] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:41:35] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:42:35] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:43:35] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:44:36] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:45:36] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:46:36] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:47:37] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:48:37] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:49:38] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:50:38] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:51:38] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:52:39] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:53:39] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:54:40] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:55:40] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:56:40] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:57:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:58:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 04:59:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:00:42] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:01:42] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:02:43] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:03:43] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:04:43] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:05:44] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:06:44] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:07:44] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:08:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:09:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:10:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:11:46] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:12:46] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:13:47] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:14:47] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:15:47] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:16:48] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:17:48] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:18:48] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:19:49] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:20:49] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:21:50] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:22:50] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:23:50] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:24:51] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:25:51] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:26:51] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:27:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:28:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:29:53] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:30:53] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:31:53] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:32:54] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:33:54] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:34:54] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:35:55] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:36:55] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:37:56] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:38:56] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:39:56] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:40:57] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:41:57] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:42:57] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:43:58] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:44:58] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:45:59] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:46:59] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:47:59] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:49:00] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:50:00] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:51:00] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:52:01] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:53:01] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:54:02] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:55:02] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:56:02] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:57:03] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:58:03] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 05:59:03] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:00:04] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:01:07] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:02:07] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:03:08] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:04:08] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:05:09] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:06:09] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:07:09] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:08:10] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:09:10] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:10:10] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:11:11] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:12:14] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:13:15] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:14:15] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:15:18] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:16:19] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:17:19] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:18:19] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:19:20] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:20:20] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:21:21] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:22:21] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:23:21] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:24:25] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:25:25] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:26:25] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:27:26] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:28:26] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:29:27] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:30:27] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:31:27] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:32:28] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:33:28] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:34:28] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:35:29] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:36:29] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:37:30] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:38:30] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:39:30] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:40:31] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:41:31] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:42:31] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:43:32] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:44:32] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:45:33] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:46:33] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:47:33] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:48:34] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:49:34] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:50:34] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:51:35] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:52:35] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:53:36] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:54:36] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:55:36] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:56:37] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:57:37] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:58:37] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 06:59:38] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:00:38] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:01:38] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:02:39] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:03:39] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:04:40] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:05:40] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:06:40] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:07:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:08:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:09:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:10:42] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:11:42] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:12:43] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:13:43] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:14:43] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:15:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:16:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:17:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:18:46] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:19:46] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:20:46] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:21:47] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:22:47] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:23:48] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:24:48] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:26:33] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:27:34] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:28:34] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:29:35] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:30:35] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:31:35] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:32:36] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:33:39] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:34:39] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:35:40] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:36:43] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:37:43] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:38:44] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:39:44] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:40:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:41:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:42:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:43:46] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:44:46] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:45:46] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:46:47] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:47:50] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:48:51] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:49:51] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:50:51] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:51:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:52:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:53:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:54:56] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:55:56] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:56:57] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:57:57] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:58:57] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 07:59:58] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:00:58] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:01:58] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:02:59] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:03:59] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:04:59] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:06:00] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:07:00] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:08:22] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:09:22] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:10:22] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:11:23] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:12:23] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:13:23] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:14:27] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:15:27] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:16:28] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:17:28] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:18:28] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:19:32] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:20:32] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:21:32] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:22:36] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:23:36] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:24:37] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:25:37] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:26:37] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:27:38] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:28:38] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:29:38] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:30:39] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:31:39] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:32:39] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:33:40] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:34:43] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:35:44] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:36:44] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:37:44] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:38:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:39:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:40:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:41:46] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:42:49] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 08:43:50] error: Problem connecting to tracker - (111, 'Connection refused')
